AQW00061705        6090C
USC00288644         539S
USC00288648         556R
USC00288816         863R
USC00288899        1019R
USC00289187         769R
USC00289363         782R
USC00289910        1114R
USC00290041         659R
USC00290199        1936R
USC00290225        1035R
USC00290231        1081R
USC00290245         473R
USC00290268        1347R
USC00290377        1068S
USC00290407           2R
USC00290417        1763S
USC00290426        1437R
USC00290525        1256R
USC00290600        1662S
USC00290640         333S
USC00290692         741S
USC00290858        1343R
USC00290915        1237R
USC00290983         973S
USC00290992        1508R
USC00291063        1008S
USC00291138        1314R
USC00291153        1931R
USC00291180         104R
USC00291286        1728S
USC00291332        1040R
USC00291440         317S
USC00291445        1289Q
USC00291450         196R
USC00291469        1988S
USC00291480        1878S
USC00291515         859S
USC00291630          87S
USC00291647         568S
USC00291664          31S
USC00291721        2012Q
USC00291813         229S
USC00291840        1155R
USC00291883         800Q
USC00291910         801S
USC00291918         335R
USC00291931           4R
USC00291939        1358S
USC00291963        1054R
USC00291982         868S
USC00292030        1738S
USC00292095         406R
USC00292096         280R
USC00292100         800R
USC00292207        1325R
USC00292241         182R
USC00292250         612S
USC00292365        1587Q
USC00292436        1617R
USC00292453         506R
USC00292510         874C
USC00292608         171S
USC00292700           3S
USC00292785         140S
USC00292820         346R
USC00292837         161S
USC00292848        2035S
USC00292854        1335R
USC00292865         293S
USC00293031         653R
USC00293060         412S
USC00293142         866R
USC00293157        1085S
USC00293180         288R
USC00293265        1186R
USC00293294        1289S
USC00293296        1435Q
USC00293340         698S
USC00293368        1785R
USC00293428         590Q
USC00293488          10S
USC00293530         405R
USC00293577         909S
USC00293649         618S
USC00293706         481S
USC00293775        1525R
USC00293855        1576R
USC00294009        1075S
USC00294026        1997R
USC00294030        1898R
USC00294112        1540R
USC00294346        2166S
USC00294366        1178Q
USC00294369         578S
USC00294426        1384R
USC00294719         894R
USC00294742          24R
USC00294862         210R
USC00294960         222R
USC00295079        1670S
USC00295084         283S
USC00295150        1113S
USC00295273          91R
USC00295290         389R
USC00295370        1973R
USC00295490         360R
USC00295516        1089R
USC00295560          79S
USC00295617        1374C
USC00295754         398R
USC00295908         364R
USC00295937         798C
USC00295960         441S
USC00295965         580R
USC00295968         395Q
USC00296061         850R
USC00296115        1310R
USC00296275          69R
USC00296281        1870R
USC00296435        1899R
USC00296465         536R
USC00296619         510C
USC00296659        1576R
USC00296676         370S
USC00296687         531S
USC00296754        1328R
USC00296804         926S
USC00296812         256R
USC00296911         984Q
USC00297008        1450S
USC00297180         188R
USC00297226         989S
USC00297254         903R
USC00297279         360S
USC00297280         192S
USC00297323           1S
USC00297340        1297R
USC00297386         514R
USC00297477        1198Q
USC00297481        1358Q
USC00297585         950Q
USC00297605        1422Q
USC00297638         519R
USC00297649         129R
USC00297867        1592S
USC00298015         464R
USC00298085         414R
USC00298088         476Q
USC00298107        1119S
USC00298127        1946Q
USC00298284        1250R
USC00298387        1060S
USC00298501         503R
USC00298518         390S
USC00298524         335R
USC00298535        1899S
USC00298596        1444S
USC00298668         323R
USC00298713        1274S
USC00298830         481R
USC00298834         140R
USC00298845          42S
USC00299031         555S
USC00299085          42R
USC00299128        1853R
USC00299156        1497C
USC00299165        1642S
USC00299284        1540Q
USC00299330         311R
USC00299496         739Q
USC00299569        2141R
USC00299660        2060R
USC00299686        1652S
USC00299691         665S
USC00299806         397S
USC00299820           1S
USC00299851        1072S
USC00300023         349R
USC00300055         640C
USC00300063         391R
USC00300085         346R
USC00300093         258R
USC00300183         229R
USC00300220         331R
USC00300321         513R
USC00300331         601R
USC00300343         519S
USC00300360         384R
USC00300443         610S
USC00300448         351S
USC00300668         204R
USC00300732         512Q
USC00300766         259R
USC00300785         189S
USC00300870         385Q
USC00300889         648S
USC00300961        1181Q
USC00301095         515S
USC00301110         330R
USC00301152         601S
USC00301211         486Q
USC00301309         814Q
USC00301387         277R
USC00301401         436S
USC00301436         331S
USC00301595         353R
USC00301623         310R
USC00301625         336Q
USC00301708         323R
USC00301752         298S
USC00301761         511R
USC00301787         206R
USC00301799         487R
USC00301966         324S
USC00301974         539S
USC00302031         358Q
USC00302036         245S
USC00302047         339Q
USC00302060         424S
USC00302129         842S
USC00302169         317Q
USC00302366         166R
USC00302454         311Q
USC00302554         360R
USC00302610         461S
USC00302627         443R
USC00303025         248S
USC00303033         658S
USC00303124         391R
USC00303184         516S
USC00303259         857R
USC00303284         401S
USC00303319         390R
USC00303346         296S
USC00303354         497R
USC00303360         333R
USC00303464         698R
USC00303773         466S
USC00303955         468R
USC00304025         720S
USC00304102         130S
USC00304174         418S
USC00304207         356R
USC00304555         194S
USC00304575         415R
USC00304647         411S
USC00304731         281R
USC00304791         361R
USC00304808         260S
USC00304836         158Q
USC00304844         657R
USC00304849         575R
USC00304912         287S
USC00304996         312S
USC00305113         267S
USC00305233         285Q
USC00305310         756S
USC00305334         446R
USC00305377         969R
USC00305426         687S
USC00305512         244R
USC00305597         505R
USC00305714         145R
USC00305796        1160R
USC00305840         504R
USC00306047         540Q
USC00306085         336S
USC00306138         751R
USC00306164         423R
USC00306184         152S
USC00306314         528S
USC00306441         826R
USC00306464         422R
USC00306538         462S
USC00306649         240R
USC00306659         373R
USC00306774         544S
USC00306957         125R
USC00307035         498R
USC00307134         901R
USC00307210         358Q
USC00307400         316R
USC00307405         422R
USC00307484         588S
USC00307633         867R
USC00307705         343R
USC00307799         118S
USC00307842         591S
USC00308086         267R
USC00308088         367R
USC00308248         137R
USC00308304         663R
USC00308322         746R
USC00308386         649Q
USC00308600         718S
USC00308625         270R
USC00308627         288R
USC00308631         193S
USC00308746         662R
USC00308906         570S
USC00308910         323R
USC00308932         205R
USC00308936         359R
USC00308944         339S
USC00308946         888R
USC00308962         268S
USC00309000         523S
USC00309047         539R
USC00309055         395R
USC00309072         241Q
USC00309189         697R
USC00309270         174R
USC00309292         829S
USC00309389         689S
USC00309442         332Q
USC00309495         484R
USC00309670         699S
USC00309690         567Q
USC00310090        1549S
USC00310184         901R
USC00310212        1539R
USC00310241        1431S
USC00310286        1451S
USC00310356        1840Q
USC00310375        1901R
USC00310506         204R
USC00310576        1843R
